subject,section,traial,leftButton,rightButton,answer,leftTouched,rightTouched
10,5,54,1.25,1.25,4,2,2
10,5,55,1.25,2.125,4,2,2
10,6,56,2.125,2.25,4,2,2
10,6,57,2.125,1.75,5,2,2
10,6,58,2.125,1.25,7,2,2
10,6,59,2.125,1,7,1,2
10,6,60,2.125,1.375,6,2,2
10,6,61,2.125,1.875,5,2,3
10,6,62,2.125,1.5,5,2,3
10,6,63,2.125,1.625,4,2,5
10,6,64,2.125,2.125,4,2,2
10,6,65,2.125,1.125,6,2,2
10,6,66,2.125,2,4,2,2
10,7,67,1.125,2,3,1,2
10,7,68,1.125,2.125,3,2,2
10,7,69,1.125,1.5,4,2,2
10,7,70,1.125,1,4,2,2
10,7,71,1.125,1.125,4,2,2
10,7,72,1.125,1.25,4,2,2
10,7,73,1.125,1.625,3,1,2
10,7,74,1.125,1.375,4,2,2
10,7,75,1.125,1.75,3,2,2
10,7,76,1.125,2.25,4,2,2
10,7,77,1.125,1.875,4,2,2
10,8,78,1.625,1.625,4,2,3
10,8,79,1.625,2.125,4,1,2
10,8,80,1.625,1.5,6,2,2
10,8,81,1.625,2,4,2,2
10,8,82,1.625,1.875,4,2,2
10,8,83,1.625,1.75,4,2,2
10,8,84,1.625,2.25,3,2,2
10,8,85,1.625,1.25,7,2,2
10,8,86,1.625,1,7,2,2
10,8,87,1.625,1.375,5,2,2
10,8,88,1.625,1.125,7,2,2
10,9,89,1.875,1.875,4,2,2
10,9,90,1.875,1.375,6,2,2
10,9,91,1.875,1.25,6,2,2
10,9,92,1.875,1.5,5,2,2
10,9,93,1.875,1.75,4,2,2
10,9,94,1.875,2.125,4,2,2
10,9,95,1.875,1.125,7,2,2
10,9,96,1.875,1.625,6,2,2
10,9,97,1.875,2,4,2,2
10,9,98,1.875,2.25,4,2,2
10,9,99,1.875,1,7,2,2
10,10,100,1,1.75,3,2,1
10,10,101,1,2.125,4,2,2
10,10,102,1,2,3,1,1
10,10,103,1,1.375,4,1,2
10,10,104,1,1.875,3,1,2
10,10,105,1,1.125,4,1,2
10,10,106,1,1.25,4,1,2
10,10,107,1,1,4,1,2
10,10,108,1,2.25,3,1,2
10,10,109,1,1.625,4,1,2
10,10,110,1,1.5,4,2,2
10,11,111,2,1,7,2,2
10,11,112,2,1.75,4,1,2
10,11,113,2,1.625,5,1,2
10,11,114,2,1.25,7,1,1
10,11,115,2,2.125,4,1,2
10,11,116,2,1.375,5,1,2
10,11,117,2,1.125,7,1,1
10,11,118,2,1.5,6,1,1
10,11,119,2,2.25,4,1,1
10,11,120,2,1.875,4,1,1
10,11,121,2,2,4,2,1
11,1,1,1.75,1.625,4,3,3
11,1,2,1.75,1.875,4,6,4
11,1,3,1.75,2.25,5,16,15
11,1,4,1.75,1.75,4,8,8
11,1,5,1.75,1.25,5,22,22
11,1,6,1.75,1.375,5,5,6
11,1,7,1.75,2,3,6,7
11,1,8,1.75,2.125,3,4,3
11,1,9,1.75,1.5,5,4,3
11,1,10,1.75,1,6,5,6
11,1,11,1.75,1.125,6,7,9
11,2,12,1.25,1.625,3,9,6
11,2,13,1.25,1,5,6,4
11,2,14,1.25,1.125,4,6,4
11,2,15,1.25,1.5,3,5,3
11,2,16,1.25,1.75,2,5,6
11,2,17,1.25,2.25,2,19,13
11,2,18,1.25,1.375,4,3,3
11,2,19,1.25,2.125,2,3,4
11,2,20,1.25,1.875,2,5,3
11,2,21,1.25,1.25,4,4,3
11,2,22,1.25,2,2,6,2
11,3,23,1.875,1,6,6,3
11,3,24,1.875,2,4,7,5
11,3,25,1.875,2.125,4,3,3
11,3,26,1.875,1.625,5,8,3
11,3,27,1.875,2.25,3,7,4
11,3,28,1.875,1.125,6,8,2
11,3,29,1.875,1.875,4,7,2
11,3,30,1.875,1.5,5,8,4
11,3,31,1.875,1.75,4,7,2
11,3,32,1.875,1.25,5,3,3
11,3,33,1.875,1.375,5,7,3
11,4,34,2.25,1.5,6,3,3
11,4,35,2.25,1.375,5,4,2
11,4,36,2.25,1.75,5,10,7
11,4,37,2.25,1,5,5,4
11,4,38,2.25,1.875,4,8,5
11,4,39,2.25,2.25,4,6,5
11,4,40,2.25,2.125,4,3,2
11,4,41,2.25,1.625,5,5,5
11,4,42,2.25,1.25,6,6,10
11,4,43,2.25,2,4,4,4
11,4,44,2.25,1.125,6,6,5
11,5,45,2,1.25,6,3,3
11,5,46,2,1.5,6,5,3
11,5,47,2,1,6,4,3
11,5,48,2,1.875,4,4,3
11,5,49,2,1.625,5,3,2
11,5,50,2,2,4,5,5
11,5,51,2,1.125,7,7,6
11,5,52,2,2.25,3,4,3
11,5,53,2,2.125,4,5,6
11,5,54,2,1.75,5,3,5
11,5,55,2,1.375,6,4,4
11,6,56,1.5,2.125,2,6,7
11,6,57,1.5,2.25,1,3,4
11,6,58,1.5,2,1,3,5
11,6,59,1.5,1.375,4,2,3
11,6,60,1.5,1.625,3,3,3
11,6,61,1.5,1.5,4,3,4
11,6,62,1.5,1.875,2,2,3
11,6,63,1.5,1.125,5,3,3
11,6,64,1.5,1,5,3,3
11,6,65,1.5,1.75,2,3,3
11,6,66,1.5,1.25,4,3,3
11,7,67,1.125,1.75,3,5,7
11,7,68,1.125,1.125,4,2,2
11,7,69,1.125,1.875,1,2,2
11,7,70,1.125,1.625,3,2,2
11,7,71,1.125,1.375,3,4,4
11,7,72,1.125,2,1,2,2
11,7,73,1.125,1.25,3,3,3
11,7,74,1.125,2.125,1,2,2
11,7,75,1.125,2.25,1,3,3
11,7,76,1.125,1.5,3,4,5
11,7,77,1.125,1,4,3,3
11,8,78,1.375,2.25,1,2,2
11,8,79,1.375,2.125,1,3,4
11,8,80,1.375,1.75,2,3,3
11,8,81,1.375,1.375,4,3,3
11,8,82,1.375,2,1,2,2
11,8,83,1.375,1.125,5,3,3
11,8,84,1.375,1.875,2,4,5
11,8,85,1.375,1,4,2,2
11,8,86,1.375,1.5,4,3,3
11,8,87,1.375,1.25,4,4,4
11,8,88,1.375,1.625,3,2,5
11,9,89,1,1.375,3,4,4
11,9,90,1,2.25,1,7,7
11,9,91,1,2.125,1,2,3
11,9,92,1,1.875,2,2,4
11,9,93,1,2,2,2,2
11,9,94,1,1.25,4,2,3
11,9,95,1,1.625,3,4,6
11,9,96,1,1,4,2,1
11,9,97,1,1.125,4,2,1
11,9,98,1,1.5,3,2,2
11,9,99,1,1.75,2,2,3
11,10,100,2.125,1.75,5,2,2
11,10,101,2.125,1.625,5,2,3
11,10,102,2.125,2.125,4,2,2
11,10,103,2.125,1.25,6,2,3
11,10,104,2.125,2,4,2,3
11,10,105,2.125,1.125,7,2,2
11,10,106,2.125,1.875,5,2,2
11,10,107,2.125,2.25,4,2,2
11,10,108,2.125,1,6,2,3
11,10,109,2.125,1.375,7,2,2
11,10,110,2.125,1.5,7,2,2
11,11,111,1.625,1.125,6,2,2
11,11,112,1.625,1.25,5,3,2
11,11,113,1.625,2,2,2,3
11,11,114,1.625,1.875,3,5,5
11,11,115,1.625,1.375,4,2,3
11,11,116,1.625,1.5,4,2,3
11,11,117,1.625,1.625,4,2,2
11,11,118,1.625,2.25,1,2,4
11,11,119,1.625,1,6,2,3
11,11,120,1.625,1.75,3,2,3
11,11,121,1.625,2.125,1,2,3
12,1,1,1.25,1.125,5,3,4
12,1,2,1.25,1.625,2,4,6
12,1,3,1.25,1.375,4,3,4
12,1,4,1.25,1,5,7,6
12,1,5,1.25,1.25,4,5,4
12,1,6,1.25,1.875,1,5,6
12,1,7,1.25,2.25,1,1,4
12,1,8,1.25,1.75,1,2,2
12,1,9,1.25,2.125,1,2,2
12,1,10,1.25,2,1,1,1
12,1,11,1.25,1.5,3,2,4
12,2,12,1,2,1,2,3
12,2,13,1,1.25,4,2,2
12,2,14,1,1.5,3,1,2
12,2,15,1,1.125,4,1,2
12,2,16,1,1.375,4,1,2
12,2,17,1,1.875,2,1,2
12,2,18,1,1.75,2,1,2
12,2,19,1,2.25,1,1,1
12,2,20,1,1,4,1,2
12,2,21,1,2.125,1,1,1
12,2,22,1,1.625,2,1,2
12,3,23,1.375,1.625,3,3,3
12,3,24,1.375,2,2,1,3
12,3,25,1.375,2.125,1,2,3
12,3,26,1.375,1,6,2,3
12,3,27,1.375,2.25,1,2,2
12,3,28,1.375,1.75,4,2,2
12,3,29,1.375,1.125,5,1,1
12,3,30,1.375,1.25,6,1,1
12,3,31,1.375,1.5,4,1,2
12,3,32,1.375,1.375,5,4,4
12,3,33,1.375,1.875,2,1,1
12,4,34,1.5,1.625,4,2,2
12,4,35,1.5,2,2,1,1
12,4,36,1.5,1,5,1,1
12,4,37,1.5,1.875,2,1,1
12,4,38,1.5,2.25,1,1,1
12,4,39,1.5,1.125,4,1,1
12,4,40,1.5,1.25,4,1,1
12,4,41,1.5,1.75,3,1,1
12,4,42,1.5,1.5,4,1,1
12,4,43,1.5,1.375,5,1,1
12,4,44,1.5,2.125,1,1,1
12,5,45,1.625,1.5,5,2,3
12,5,46,1.625,2.125,2,1,1
12,5,47,1.625,1.25,6,1,2
12,5,48,1.625,1.375,5,3,4
12,5,49,1.625,1,6,1,1
12,5,50,1.625,1.125,5,1,1
12,5,51,1.625,1.75,4,1,1
12,5,52,1.625,2,2,1,1
12,5,53,1.625,1.625,4,2,2
12,5,54,1.625,1.875,3,1,1
12,5,55,1.625,2.25,1,1,2
12,6,56,1.75,2,3,2,4
12,6,57,1.75,1.375,5,1,1
12,6,58,1.75,1.625,5,1,2
12,6,59,1.75,2.25,2,1,1
12,6,60,1.75,1.875,5,1,2
12,6,61,1.75,1.75,4,1,1
12,6,62,1.75,2.125,2,1,1
12,6,63,1.75,1.5,5,1,2
12,6,64,1.75,1.125,7,1,1
12,6,65,1.75,1,7,1,1
12,6,66,1.75,1.25,7,1,1
12,7,67,2.125,1.125,6,2,2
12,7,68,2.125,1,7,1,1
12,7,69,2.125,1.875,4,1,1
12,7,70,2.125,1.5,5,1,1
12,7,71,2.125,2,4,1,1
12,7,72,2.125,1.625,5,1,1
12,7,73,2.125,2.25,4,2,3
12,7,74,2.125,1.375,6,1,1
12,7,75,2.125,1.25,6,1,1
12,7,76,2.125,2.125,4,1,1
12,7,77,2.125,1.75,5,1,1
12,8,78,1.875,1.625,5,2,4
12,8,79,1.875,1.375,5,1,1
12,8,80,1.875,2.25,3,1,1
12,8,81,1.875,1.25,5,1,1
12,8,82,1.875,1.5,5,1,1
12,8,83,1.875,1.75,5,1,1
12,8,84,1.875,1.125,6,1,1
12,8,85,1.875,2.125,2,1,1
12,8,86,1.875,1,6,1,1
12,8,87,1.875,1.875,4,1,1
12,8,88,1.875,2,4,2,2
12,9,89,2,2,4,2,1
12,9,90,2,1.625,5,1,1
12,9,91,2,1.5,5,1,2
12,9,92,2,2.25,4,1,1
12,9,93,2,1,6,1,1
12,9,94,2,1.125,6,1,1
12,9,95,2,2.125,3,1,1
12,9,96,2,1.75,5,1,1
12,9,97,2,1.25,5,1,1
12,9,98,2,1.875,5,1,1
12,9,99,2,1.375,5,1,1
12,10,100,2.25,1.5,6,1,1
12,10,101,2.25,1.25,6,1,1
12,10,102,2.25,2,5,1,1
12,10,103,2.25,1.125,6,1,1
12,10,104,2.25,1.625,6,1,1
12,10,105,2.25,2.125,4,1,1
12,10,106,2.25,1,6,1,1
12,10,107,2.25,1.875,5,1,1
12,10,108,2.25,2.25,4,1,1
12,10,109,2.25,1.75,5,1,1
12,10,110,2.25,1.375,6,1,1
12,11,111,1.125,1.625,4,1,1
12,11,112,1.125,2,2,1,1
12,11,113,1.125,1.375,4,1,1
12,11,114,1.125,2.125,2,1,1
12,11,115,1.125,1,4,1,1
12,11,116,1.125,2.25,1,1,1
12,11,117,1.125,1.25,4,1,1
12,11,118,1.125,1.875,3,1,2
12,11,119,1.125,1.5,4,1,1
12,11,120,1.125,1.75,3,1,1
12,11,121,1.125,1.125,4,1,1
13,1,1,1.375,2.125,1,5,6
13,1,2,1.375,1.625,3,4,3
13,1,3,1.375,1.375,4,6,8
13,1,4,1.375,2,2,8,4
13,1,5,1.375,1,6,12,8
13,1,6,1.375,1.25,4,4,4
13,1,7,1.375,2.25,1,6,4
13,1,8,1.375,1.875,3,6,5
13,1,9,1.375,1.75,2,4,3
13,1,10,1.375,1.5,3,3,2
13,1,11,1.375,1.125,5,7,4
13,2,12,1,1.375,2,3,3
13,2,13,1,2,1,2,3
13,2,14,1,2.25,1,5,5
13,2,15,1,1.625,2,4,5
13,2,16,1,1.5,2,5,6
13,2,17,1,1,4,3,2
13,2,18,1,2.125,2,7,6
13,2,19,1,1.25,4,4,3
13,2,20,1,1.125,3,3,5
13,2,21,1,1.875,3,3,5
13,2,22,1,1.75,3,4,5
13,3,23,1.25,1.5,2,2,3
13,3,24,1.25,1.75,2,4,7
13,3,25,1.25,1,6,3,5
13,3,26,1.25,1.125,4,2,4
13,3,27,1.25,1.25,4,5,5
13,3,28,1.25,2,2,6,5
13,3,29,1.25,1.625,2,4,3
13,3,30,1.25,2.25,1,4,4
13,3,31,1.25,1.875,3,3,4
13,3,32,1.25,2.125,3,5,9
13,3,33,1.25,1.375,4,2,3
13,4,34,2.125,2,4,4,5
13,4,35,2.125,1.625,4,3,6
13,4,36,2.125,1.5,5,3,6
13,4,37,2.125,1,7,5,4
13,4,38,2.125,1.25,7,4,8
13,4,39,2.125,1.875,4,4,3
13,4,40,2.125,2.125,4,3,3
13,4,41,2.125,1.125,7,6,4
13,4,42,2.125,1.375,6,5,6
13,4,43,2.125,2.25,4,3,7
13,4,44,2.125,1.75,5,3,3
13,5,45,1.875,2.25,3,4,6
13,5,46,1.875,1,6,4,6
13,5,47,1.875,1.375,6,5,7
13,5,48,1.875,1.125,6,4,4
13,5,49,1.875,1.25,6,3,3
13,5,50,1.875,2,3,2,7
13,5,51,1.875,1.75,4,2,7
13,5,52,1.875,2.125,3,3,3
13,5,53,1.875,1.625,5,2,3
13,5,54,1.875,1.875,3,5,5
13,5,55,1.875,1.5,5,4,6
13,6,56,1.75,1,6,5,6
13,6,57,1.75,2,3,3,2
13,6,58,1.75,1.875,3,7,10
13,6,59,1.75,1.625,5,4,3
13,6,60,1.75,2.25,2,3,5
13,6,61,1.75,1.5,6,4,5
13,6,62,1.75,1.25,6,4,4
13,6,63,1.75,1.75,4,7,11
13,6,64,1.75,1.125,6,2,2
13,6,65,1.75,1.375,5,2,3
13,6,66,1.75,2.125,2,2,1
13,7,67,1.125,2,1,6,7
13,7,68,1.125,1.375,3,3,4
13,7,69,1.125,1.625,2,2,1
13,7,70,1.125,2.125,1,2,3
13,7,71,1.125,1.125,5,4,5
13,7,72,1.125,1.75,2,2,3
13,7,73,1.125,1.5,3,8,9
13,7,74,1.125,1.25,3,6,6
13,7,75,1.125,1,5,2,2
13,7,76,1.125,2.25,2,2,3
13,7,77,1.125,1.875,2,2,3
13,8,78,1.5,1.375,5,7,5
13,8,79,1.5,1.125,5,4,2
13,8,80,1.5,2.25,2,7,15
13,8,81,1.5,1.625,3,2,7
13,8,82,1.5,1,5,4,5
13,8,83,1.5,1.25,5,2,2
13,8,84,1.5,1.5,4,2,3
13,8,85,1.5,1.75,2,4,7
13,8,86,1.5,1.875,2,9,16
13,8,87,1.5,2.125,1,2,2
13,8,88,1.5,2,1,4,4
13,9,89,1.625,1.75,3,3,5
13,9,90,1.625,1.375,5,4,8
13,9,91,1.625,1,6,2,2
13,9,92,1.625,2.125,1,5,2
13,9,93,1.625,1.875,4,3,8
13,9,94,1.625,1.5,4,7,15
13,9,95,1.625,1.625,4,11,8
13,9,96,1.625,2.25,2,4,4
13,9,97,1.625,1.125,6,5,2
13,9,98,1.625,1.25,6,6,3
13,9,99,1.625,2,2,5,4
13,10,100,2,2.125,4,3,3
13,10,101,2,1,7,2,3
13,10,102,2,1.375,5,5,5
13,10,103,2,1.625,5,3,8
13,10,104,2,1.25,6,5,6
13,10,105,2,1.875,4,12,9
13,10,106,2,2.25,2,7,6
13,10,107,2,1.125,7,4,3
13,10,108,2,1.5,5,3,2
13,10,109,2,1.75,4,3,5
13,10,110,2,2,4,4,5
13,11,111,2.25,1.125,7,2,2
13,11,112,2.25,1.625,5,2,1
13,11,113,2.25,2.25,4,2,1
13,11,114,2.25,1.5,5,3,4
13,11,115,2.25,1.875,6,3,4
13,11,116,2.25,1.25,6,2,2
13,11,117,2.25,1.375,6,3,4
13,11,118,2.25,2.125,4,2,1
13,11,119,2.25,1,7,2,2
13,11,120,2.25,1.75,5,4,6
13,11,121,2.25,2,5,2,3
14,1,1,2,1.5,5,1,4
14,1,2,2,1.125,6,1,3
14,1,3,2,2.125,3,3,3
14,1,4,2,1.25,5,1,2
14,1,5,2,1.375,6,1,4
14,1,6,2,2,3,1,2
14,1,7,2,1,6,2,3
14,1,8,2,1.875,4,2,4
14,1,9,2,1.625,5,1,2
14,1,10,2,2.25,3,2,5
14,1,11,2,1.75,5,2,6
14,2,12,1.25,1.375,5,3,5
14,2,13,1.25,1.5,3,2,3
14,2,14,1.25,1.875,2,1,3
14,2,15,1.25,1,6,1,3
14,2,16,1.25,1.125,6,2,3
14,2,17,1.25,2.125,2,1,4
14,2,18,1.25,2,2,2,4
14,2,19,1.25,1.75,2,1,3
14,2,20,1.25,2.25,2,2,3
14,2,21,1.25,1.625,2,2,3
14,2,22,1.25,1.25,3,4,6
14,3,23,1.375,1.875,2,3,6
14,3,24,1.375,1.375,4,2,3
14,3,25,1.375,1.125,5,2,2
14,3,26,1.375,2,2,1,3
14,3,27,1.375,2.25,2,1,2
14,3,28,1.375,1.5,3,2,3
14,3,29,1.375,1.25,6,2,3
14,3,30,1.375,1.625,3,3,3
14,3,31,1.375,1.75,2,1,2
14,3,32,1.375,1,6,2,4
14,3,33,1.375,2.125,1,1,4
14,4,34,1,1.375,3,1,4
14,4,35,1,1.75,2,1,3
14,4,36,1,1.125,4,3,2
14,4,37,1,1.875,2,1,3
14,4,38,1,1.25,3,1,2
14,4,39,1,2.125,1,1,2
14,4,40,1,1,4,2,5
14,4,41,1,2,1,2,8
14,4,42,1,1.5,3,2,6
14,4,43,1,1.625,2,2,4
14,4,44,1,2.25,2,2,4
14,5,45,2.125,1,6,1,3
14,5,46,2.125,1.5,5,3,5
14,5,47,2.125,1.375,5,1,3
14,5,48,2.125,1.125,6,1,3
14,5,49,2.125,2.25,4,1,3
14,5,50,2.125,1.875,4,2,3
14,5,51,2.125,1.25,5,2,3
14,5,52,2.125,1.625,5,2,3
14,5,53,2.125,1.75,5,2,2
14,5,54,2.125,2.125,4,2,3
14,5,55,2.125,2,4,2,3
14,6,56,1.125,1.75,3,2,4
14,6,57,1.125,1,4,1,4
14,6,58,1.125,1.875,3,1,3
14,6,59,1.125,1.5,3,1,2
14,6,60,1.125,1.125,4,1,3
14,6,61,1.125,2.125,1,1,4
14,6,62,1.125,1.625,2,1,3
14,6,63,1.125,1.375,3,1,3
14,6,64,1.125,2.25,1,1,6
14,6,65,1.125,2,2,2,3
14,6,66,1.125,1.25,3,2,4
14,7,67,1.5,1.875,3,2,3
14,7,68,1.5,1.25,5,1,2
14,7,69,1.5,1.125,6,1,3
14,7,70,1.5,2,2,2,3
14,7,71,1.5,1.75,3,3,3
14,7,72,1.5,2.25,2,2,3
14,7,73,1.5,1,5,1,2
14,7,74,1.5,2.125,2,1,2
14,7,75,1.5,1.5,4,1,2
14,7,76,1.5,1.375,3,2,2
14,7,77,1.5,1.625,3,2,2
14,8,78,1.875,2.25,3,3,4
14,8,79,1.875,1.5,5,1,2
14,8,80,1.875,1,6,1,3
14,8,81,1.875,1.875,4,2,3
14,8,82,1.875,1.625,5,1,2
14,8,83,1.875,1.375,5,2,5
14,8,84,1.875,2,3,1,2
14,8,85,1.875,1.75,4,1,2
14,8,86,1.875,1.125,6,1,2
14,8,87,1.875,1.25,5,1,2
14,8,88,1.875,2.125,3,1,3
14,9,89,2.25,1.75,3,1,3
14,9,90,2.25,1.25,6,2,3
14,9,91,2.25,1.375,6,2,4
14,9,92,2.25,1.625,5,1,2
14,9,93,2.25,1,6,1,2
14,9,94,2.25,2.125,4,1,2
14,9,95,2.25,2.25,4,1,2
14,9,96,2.25,1.125,6,1,3
14,9,97,2.25,1.875,5,1,2
14,9,98,2.25,2,4,1,2
14,9,99,2.25,1.5,5,1,2
14,10,100,1.625,2.125,3,2,5
14,10,101,1.625,1.125,4,1,2
14,10,102,1.625,1,5,1,3
14,10,103,1.625,2,3,1,2
14,10,104,1.625,1.5,5,2,3
14,10,105,1.625,1.875,3,2,5
14,10,106,1.625,2.25,3,2,3
14,10,107,1.625,1.375,4,1,2
14,10,108,1.625,1.25,5,1,2
14,10,109,1.625,1.75,3,1,2
14,10,110,1.625,1.625,4,1,3
14,11,111,1.75,1.875,4,2,5
14,11,112,1.75,1.125,5,2,3
14,11,113,1.75,1,5,2,3
14,11,114,1.75,2,3,1,2
14,11,115,1.75,2.25,2,1,2
14,11,116,1.75,1.625,4,1,2
14,11,117,1.75,1.375,5,2,4
14,11,118,1.75,1.5,5,1,2
14,11,119,1.75,1.75,3,1,3
14,11,120,1.75,1.25,5,2,3
14,11,121,1.75,2.125,3,1,2